ev;honap;nap;ora;homerseklet;szelsebesseg;paratartalom
2006;4;14;13;15,0944444444444;22,2985;0,59
2006;4;14;14;15,15;14,7154;0,5
2006;4;14;15;16,1777777777778;14,49;0,44
2006;4;14;16;16,25;14,7154;0,55
2006;4;14;17;16,2944444444444;19,5937;0,5
2006;4;14;18;16,1;14,8281;0,56
2006;4;14;19;12,9555555555556;11,9784;0,68
2006;4;14;20;13,85;11,5598;0,64
2006;4;14;21;12,7777777777778;14,2485;0,69
2006;4;14;22;12,15;11,2539;0,72
2006;4;14;23;10,6777777777778;5,7799;0,81
2006;4;15;0;10,4444444444444;2,6404;0,83
2006;4;15;1;9,82222222222222;5,313;0,8
2006;4;15;2;11,0277777777778;11,3827;0,74
2006;4;15;3;7,13888888888889;3,6547;0,93
2006;4;15;4;7,62222222222222;10,8675;0,89
2006;4;15;5;7,62777777777778;6,5205;0,86
2006;4;15;6;7,04444444444444;11,3988;0,86
2006;4;15;7;8,6;9,66;0,84
2006;4;15;8;9,65;15,9551;0,84
2006;4;15;9;12,1055555555556;13,1698;0,72
2006;4;15;10;12,7777777777778;13,1698;0,71
2006;4;15;11;13,8111111111111;9,6761;0,65
2006;4;15;12;16,0166666666667;11,2378;0,48
2006;4;15;13;17,1277777777778;12,7029;0,47
2006;4;15;14;17,1444444444444;10,6099;0,43
2006;4;15;15;17,7777777777778;7,9534;0,4
2006;4;15;16;17,7777777777778;2,5921;0,37
2006;4;15;17;17,8055555555556;11,0124;0,43
2006;4;15;18;16,1555555555556;9,1931;0,52
2006;4;15;19;14,05;9,1609;0,63
2006;4;15;20;13,0888888888889;9,2736;0,67
2006;4;15;21;12,2888888888889;9,4507;0,72
2006;4;15;22;12,7777777777778;11,0768;0,66
2006;4;15;23;12,7277777777778;13,3791;0,67
2006;4;16;0;12,2666666666667;14,1358;0,69
2006;4;16;1;11,7111111111111;11,3183;0,71
2006;4;16;2;10,8277777777778;9,177;0,86
2006;4;16;3;12,2;14,168;0,59
2006;4;16;4;12,2;14,2968;0,6
2006;4;16;5;11,6888888888889;13,8299;0,68
2006;4;16;6;11,2055555555556;14,007;0,77
2006;4;16;7;11,1333333333333;15,4882;0,77
2006;4;16;8;11,4388888888889;13,8782;0,77
2006;4;16;9;13,0333333333333;14,4578;0,81
2006;4;16;10;17,2444444444444;25,0194;0,62
2006;4;16;11;17,7388888888889;27,37;0,53
2006;4;16;12;17,8444444444444;22,218;0,56
2006;4;16;13;18,8611111111111;23,5382;0,56
2006;4;16;14;18,6666666666667;19,8996;0,56
2006;4;16;15;17,8222222222222;17,5007;0,56
2006;4;16;16;17,8;17,6939;0,59
2006;4;16;17;17,35;19,5615;0,57
2006;4;16;18;16,0666666666667;21,8155;0,67
2006;4;16;19;14,9333333333333;17,2753;0,73
2006;4;16;20;13,9222222222222;11,7691;0,78
2006;4;16;21;12,7555555555556;11,0446;0,84
2006;4;16;22;12,7555555555556;11,0607;0,84
2006;4;16;23;12,3722222222222;7,2933;0,86
2006;4;17;0;11,1833333333333;6,923;0,93
2006;4;17;1;11,6666666666667;11,1734;0,9
2006;4;17;2;8,97777777777778;10,3201;0,95
2006;4;17;3;10,5777777777778;11,1734;0,93
2006;4;17;4;10,5333333333333;14,007;0,89
2006;4;17;5;10,5888888888889;7,2933;0,87
2006;4;17;6;9,98333333333333;6,7298;0,89
2006;4;17;7;11,0222222222222;7,889;0,86
2006;4;17;8;13,5388888888889;11,8657;0,75
2006;4;17;9;13,8888888888889;20,0123;0,68
2006;4;17;10;15;17,5812;0,67
2006;4;17;11;17,1833333333333;15,9551;0,57
2006;4;17;12;16,2;16,3093;0,62
2006;4;17;13;17,75;17,7744;0,56
2006;4;17;14;18,4055555555556;19,0785;0,54
2006;4;17;15;17,8222222222222;17,5973;0,59
2006;4;17;16;17,3111111111111;20,3343;0,57
2006;4;17;17;17,5055555555556;13,7172;0,55
2006;4;17;18;17,2666666666667;14,3773;0,54
2006;4;17;19;15,1388888888889;10,8997;0,61
2006;4;17;20;13,25;4,7173;0,69
2006;4;17;21;12,2944444444444;4,669;0,72
2006;4;17;22;10,7;3,5742;0,79
2006;4;17;23;9,85555555555556;5,7477;0,85
2006;4;18;0;9,52222222222222;11,27;0,88
2006;4;18;1;8,40555555555556;3,1234;0,92
2006;4;18;2;13,0111111111111;9,6278;0,82
2006;4;18;3;7,73333333333333;3,4293;0,96
2006;4;18;4;6,13888888888889;3,3488;0,96
2006;4;18;5;6,47222222222222;2,9946;0,95
2006;4;18;6;6,62777777777778;3,3005;0,96
2006;4;18;7;8,68888888888889;1,4329;0,93
2006;4;18;8;11,9944444444444;2,415;0,81
2006;4;18;9;13,7666666666667;4,1538;0,78
2006;4;18;10;15,0888888888889;7,3738;0,77
2006;4;18;11;16,4555555555556;7,8085;0,68
2006;4;18;12;17,3111111111111;7,3738;0,62
2006;4;18;13;17,8722222222222;8,372;0,64
2006;4;18;14;19,0388888888889;7,0679;0,47
2006;4;18;15;18,9777777777778;10,8675;0,51
2006;4;18;16;19,0055555555555;4,8139;0,55
2006;4;18;17;19,0111111111111;4,7978;0,53
2006;4;18;18;17,8666666666667;10,9319;0,64
2006;4;18;19;17,2666666666667;10,8514;0,62
2006;4;18;20;16,1888888888889;5,0876;0,61
2006;4;18;21;14,8833333333333;9,177;0,72
2006;4;18;22;14,3277777777778;10,9319;0,75
2006;4;18;23;14,5111111111111;6,3756;0,75
2006;4;19;0;14,3722222222222;6,5366;0,75
2006;4;19;1;14,8777777777778;14,2163;0,72
2006;4;19;2;10,4055555555556;3,6064;0,92
2006;4;19;3;12,8222222222222;8,4364;0,83
2006;4;19;4;12,8;14,4256;0,85
2006;4;19;5;12,8277777777778;13,8943;0,86
2006;4;19;6;12,2666666666667;15,778;0,85
2006;4;19;7;12,2666666666667;15,5848;0,85
2006;4;19;8;12,1833333333333;12,3809;0,82
2006;4;19;9;12,1722222222222;20,3826;0,8
2006;4;19;10;12,7111111111111;22,0892;0,83
2006;4;19;11;15,6055555555556;22,3468;0,78
2006;4;19;12;16,0222222222222;18,0642;0,78
2006;4;19;13;17,2;17,6456;0,67
2006;4;19;14;17,2166666666667;14,0875;0,71
2006;4;19;15;17,8277777777778;13,4113;0,69
2006;4;19;16;17,8277777777778;14,6188;0,69
2006;4;19;17;17,7333333333333;9,2414;0,69
2006;4;19;18;16,2722222222222;23,0713;0,71
2006;4;19;19;13,1666666666667;3,7674;0,93
2006;4;19;20;13,2555555555556;3,1395;0,93
2006;4;19;21;13,0111111111111;10,3362;0,93
2006;4;19;22;12,4555555555556;5,796;0,91
2006;4;19;23;12,4888888888889;9,8854;0,9
2006;4;2;0;9,55555555555556;6,4883;0,8
2006;4;2;1;10,6222222222222;14,0231;0,79
2006;4;2;2;8,72222222222222;4,5724;0,93
2006;4;2;3;10,5333333333333;10,7709;0,77
2006;4;2;4;9,44444444444444;6,5366;0,83
2006;4;2;5;9,88888888888889;6,0858;0,83
2006;4;2;6;10,3666666666667;10,7065;0,78
2006;4;2;7;8,88888888888889;10,4972;0,89
2006;4;2;8;9,97777777777778;8,0017;0,84
2006;4;2;9;12,2;2,4633;0,73
2006;4;2;10;13,9611111111111;9,3058;0,67
2006;4;2;11;14,9444444444444;7,1645;0,67
2006;4;2;12;16,1833333333333;11,753;0,71
2006;4;2;13;16,3666666666667;7,1323;0,61
2006;4;2;14;17,3722222222222;3,6225;0,57
2006;4;2;15;17,6722222222222;1,7549;0,51
2006;4;2;16;17,7222222222222;8,6779;0,53
2006;4;2;17;16,2388888888889;2,8336;0,61
2006;4;2;18;14,0666666666667;9,2414;0,71
2006;4;2;19;13,9555555555556;7,4221;0,76
2006;4;2;20;12,2888888888889;3,542;0,8
2006;4;2;21;10,0222222222222;3,1073;0,86
2006;4;2;22;9,37777777777778;6,44;0,86
2006;4;2;23;9,41666666666667;4,6046;0,9
2006;4;20;0;11,8277777777778;3,0268;0,92
2006;4;20;1;10,7611111111111;5,1681;0,91
2006;4;20;2;12,1555555555556;2,8497;0,95
2006;4;20;3;9,67222222222222;5,7155;0,94
2006;4;20;4;8,15;6,762;0,94
2006;4;20;5;10,2;5,6189;0,95
2006;4;20;6;10,1166666666667;2,254;0,99
2006;4;20;7;10,1611111111111;0,3381;0,99
2006;4;20;8;11,2444444444444;2,7531;0,98
2006;4;20;9;12,2444444444444;2,254;0,99
2006;4;20;10;13,9111111111111;8,0983;0,92
2006;4;20;11;15,6166666666667;2,2862;0,82
2006;4;20;12;15,0722222222222;3,2844;0,86
2006;4;20;13;15,0722222222222;7,5992;0,82
2006;4;20;14;14,2666666666667;10,5616;0,87
2006;4;20;15;16,0166666666667;6,6654;0,81
2006;4;20;16;15,0277777777778;7,7119;0,86
2006;4;20;17;13,9444444444444;7,2772;0,89
2006;4;20;18;12,9166666666667;11,4793;0,95
2006;4;20;19;12,8944444444444;5,2808;0,95
2006;4;20;20;12,4;2,3506;0,98
2006;4;20;21;12,2666666666667;8,05;0,99
2006;4;20;22;12,2222222222222;6,1985;0,96
2006;4;20;23;11,25;2,7692;0,96
2006;4;21;0;11,5277777777778;3,1556;0,96
2006;4;21;1;11,5388888888889;5,9892;0,96
2006;4;21;2;9,43888888888889;5,9731;0,96
2006;4;21;3;11,4388888888889;6,279;0,96
2006;4;21;4;11,3944444444444;6,44;0,96
2006;4;21;5;11,5277777777778;6,4239;0,96
2006;4;21;6;11,95;4,83;0,93
2006;4;21;7;11,9722222222222;9,66;1
2006;4;21;8;12,6333333333333;7,6636;0,96
2006;4;21;9;12,7555555555556;7,9695;0,96
2006;4;21;10;13,8444444444444;7,9212;0,9
2006;4;21;11;13,1722222222222;10,3845;0,94
2006;4;21;12;15,0666666666667;8,1466;0,86
2006;4;21;13;17,2444444444444;7,1645;0,75
2006;4;21;14;16,3166666666667;13,3469;0,76
2006;4;21;15;17,3833333333333;13,6206;0,74
2006;4;21;16;15,2722222222222;8,2754;0,76
2006;4;21;17;17,4555555555556;5,2808;0,72
2006;4;21;18;16,2222222222222;11,1573;0,77
2006;4;21;19;15,0833333333333;3,6869;0,82
2006;4;21;20;13,9944444444444;1,1431;0,88
2006;4;21;21;12,1722222222222;0,6601;0,92
2006;4;21;22;11,0888888888889;4,8461;0,95
2006;4;21;23;11,0944444444444;3,381;0,95
2006;4;22;0;9,88333333333333;3,3649;0,96
2006;4;22;1;9,35555555555556;6,4239;0,96
2006;4;22;2;9,86111111111111;3,2361;0,96
2006;4;22;3;8,27222222222222;3,3166;0,99
2006;4;22;4;8,86666666666667;2,6243;0,96
2006;4;22;5;8,81666666666667;3,9445;0,96
2006;4;22;6;7,15555555555556;1,8515;1
2006;4;22;7;8,85;3,4776;0,99
2006;4;22;8;11,1777777777778;2,8819;0,93
2006;4;22;9;12,3888888888889;3,4293;0,98
2006;4;22;10;14,1444444444444;4,8783;0,88
2006;4;22;11;17,1;3,059;0,72
2006;4;22;12;18,9388888888889;4,2021;0,64
2006;4;22;13;17,9166666666667;4,0894;0,68
2006;4;22;14;19,9833333333333;1,2236;0,53
2006;4;22;15;20,0722222222222;9,0643;0,62
2006;4;22;16;20,0722222222222;9,4829;0,56
2006;4;22;17;20,0833333333333;7,4865;0,58
2006;4;22;18;19,0888888888889;9,1287;0,63
2006;4;22;19;17,45;7,567;0,62
2006;4;22;20;15,5666666666667;0,5152;0,74
2006;4;22;21;12,4944444444444;3,9445;0,91
2006;4;22;22;12,2444444444444;1,5295;0,89
2006;4;22;23;11,4166666666667;2,9624;0,92
2006;4;23;0;10,5555555555556;6,0375;0,95
2006;4;23;1;10,4666666666667;3,0751;0,93
2006;4;23;2;10,25;5,2969;0,95
2006;4;23;3;9,35555555555556;1,5295;0,96
2006;4;23;4;8,31111111111111;3,22;0,96
2006;4;23;5;8,81111111111111;3,3971;0,96
2006;4;23;6;8,73333333333333;6,3434;0,93
2006;4;23;7;11,9333333333333;11,27;0,93
2006;4;23;8;14,5166666666667;1,7066;0,84
2006;4;23;9;18,7333333333333;3,22;0,68
2006;4;23;10;20,0277777777778;7,245;0,6
2006;4;23;11;21,0388888888889;6,4883;0,55
2006;4;23;12;20,7388888888889;6,5044;0,46
2006;4;23;13;22,3166666666667;7,5348;0,48
2006;4;23;14;22,1111111111111;6,4561;0,5
2006;4;23;15;22,7333333333333;1,0143;0,38
2006;4;23;16;22,7777777777778;5,1842;0,37
2006;4;23;17;21,2166666666667;7,2772;0,41
2006;4;23;18;20,1833333333333;1,4812;0,45
2006;4;23;19;18,0111111111111;0,322;0,68
2006;4;23;20;17,4222222222222;0,5313;0,65
2006;4;23;21;13,9611111111111;0;0,82
2006;4;23;22;13,2888888888889;2,8819;0,89
2006;4;23;23;12,3222222222222;2,4794;0,89
2006;4;24;0;11,1166666666667;3,1717;0,95
2006;4;24;1;10,5333333333333;11,27;0,95
2006;4;24;2;12,3833333333333;4,6207;0,8
2006;4;24;3;9,86111111111111;3,0751;0,96
2006;4;24;4;8,87222222222222;1,5295;0,95
2006;4;24;5;8,67222222222222;3,6386;0,94
2006;4;24;6;7,68888888888889;0;1
2006;4;24;7;10,9111111111111;1,61;0,99
2006;4;24;8;14,8388888888889;2,6565;0,82
2006;4;24;9;18,8;1,5295;0,65
2006;4;24;10;21,0944444444444;4,8783;0,49
2006;4;24;11;22,0277777777778;4,2826;0,49
2006;4;24;12;22,8277777777778;3,6225;0,47
2006;4;24;13;22,9166666666667;4,5563;0,37
2006;4;24;14;23,9166666666667;6,2951;0,37
2006;4;24;15;23,9111111111111;2,5599;0,4
2006;4;24;16;23,9333333333333;4,347;0,37
2006;4;24;17;23,9166666666667;1,1753;0,32
2006;4;24;18;22,8222222222222;3,1234;0,44
2006;4;24;19;21,2277777777778;0,4025;0,48
2006;4;24;20;19,0777777777778;2,6887;0,51
2006;4;24;21;17,0611111111111;1,5778;0,63
2006;4;24;22;14,9055555555556;3,7513;0,72
2006;4;24;23;13,0833333333333;3,4132;0,87
2006;4;25;0;12,7111111111111;3,2522;0,89
2006;4;25;1;12,1277777777778;3,1717;0,89
2006;4;25;2;11,8111111111111;4,991;0,84
2006;4;25;3;12,0166666666667;6,2629;0,8
2006;4;25;4;12,0444444444444;6,4239;0,8
2006;4;25;5;10,6277777777778;9,7083;0,86
2006;4;25;6;9,91111111111111;9,1448;0,99
2006;4;25;7;12,5555555555556;7,7441;0,9
2006;4;25;8;15,0055555555556;8,7584;0,78
2006;4;25;9;17,3388888888889;12,1877;0,74
2006;4;25;10;19,1;12,6224;0,67
2006;4;25;11;21,2611111111111;9,9176;0,57
2006;4;25;12;22,4111111111111;11,4471;0,54
2006;4;25;13;22,9388888888889;8,5491;0,5
2006;4;25;14;23,9277777777778;11,3022;0,47
2006;4;25;15;23,9611111111111;8,3076;0,47
2006;4;25;16;23,9611111111111;8,5813;0,38
2006;4;25;17;23,1111111111111;10,7065;0,42
2006;4;25;18;22,8222222222222;12,4936;0,44
2006;4;25;19;21,1111111111111;5,2164;0,47
2006;4;25;20;18,1888888888889;4,8622;0,58
2006;4;25;21;16,0166666666667;4,6046;0,72
2006;4;25;22;15,4666666666667;6,44;0,72
2006;4;25;23;14,6055555555556;6,7459;0,76
2006;4;26;0;13,3111111111111;3,542;0,82
2006;4;26;1;12,7333333333333;3,0751;0,83
2006;4;26;2;13,7888888888889;6,0858;0,77
2006;4;26;3;10,5777777777778;6,44;0,88
2006;4;26;4;10,4833333333333;3,22;0,92
2006;4;26;5;10,2888888888889;3,7513;0,91
2006;4;26;6;9,97222222222222;1,5617;0,92
2006;4;26;7;13,6388888888889;2,7048;0,9
2006;4;26;8;16,7388888888889;7,245;0,74
2006;4;26;9;18,8388888888889;3,4132;0,65
2006;4;26;10;21,1611111111111;4,6046;0,59
2006;4;26;11;22,5888888888889;4,4275;0,53
2006;4;26;12;22,8944444444444;7,6636;0,48
2006;4;26;13;24,0055555555555;9,66;0,47
2006;4;26;14;24,0055555555555;8,0017;0,35
2006;4;26;15;23,9777777777778;9,2897;0,44
2006;4;26;16;25,0444444444444;3,5903;0,32
2006;4;26;17;24,0777777777778;4,9588;0,35
2006;4;26;18;22,3833333333333;9,4829;0,45
2006;4;26;19;21,2055555555556;3,6869;0,52
2006;4;26;20;18,2611111111111;6,2146;0,62
2006;4;26;21;17,2;14,49;0,67
2006;4;26;22;15,9944444444444;3,1073;0,75
2006;4;26;23;15,9611111111111;12,2843;0,79
2006;4;27;0;15,4444444444444;13,846;0,72
2006;4;27;1;14,3722222222222;10,9963;0,75
2006;4;27;2;13,6055555555556;9,982;0,9
2006;4;27;3;12,8222222222222;6,2468;0,82
2006;4;27;4;12,75;3,3488;0,83
2006;4;27;5;11,4166666666667;6,2307;0,92
2006;4;27;6;12,3333333333333;2,4633;0,86
2006;4;27;7;14,9055555555556;10,2879;0,78
2006;4;27;8;15,8944444444444;10,2879;0,74
2006;4;27;9;17,2277777777778;12,0589;0,72
2006;4;27;10;17,8277777777778;7,4704;0,73
2006;4;27;11;17,9166666666667;10,0947;0,72
2006;4;27;12;19,0555555555556;9,0965;0,67
2006;4;27;13;20,1444444444444;7,5187;0,67
2006;4;27;14;20,2611111111111;3,8962;0,62
2006;4;27;15;21,2055555555556;4,6368;0,62
2006;4;27;16;21,2555555555556;4,8944;0,67
2006;4;27;17;20,2333333333333;7,2128;0,66
2006;4;27;18;19,0777777777778;7,6475;0,71
2006;4;27;19;17,9444444444444;10,5777;0,77
2006;4;27;20;15,4944444444444;20,608;0,82
2006;4;27;21;14,1444444444444;8,4364;0,89
2006;4;27;22;14,5388888888889;11,0768;0,86
2006;4;27;23;14,1388888888889;3,6708;0,86
2006;4;28;0;13,4;3,5098;0,9
2006;4;28;1;13,4277777777778;3,3488;0,9
2006;4;28;2;11,5888888888889;5,474;0,74
2006;4;28;3;14,4222222222222;10,7709;0,83
2006;4;28;4;13,9166666666667;10,6904;0,86
2006;4;28;5;13,4;10,3201;0,9
2006;4;28;6;13,8666666666667;7,9373;0,9
2006;4;28;7;14,9055555555556;11,27;0,84
2006;4;28;8;15,9333333333333;10,6743;0,74
2006;4;28;9;17,1277777777778;19,8996;0,65
2006;4;28;10;18,75;19,4166;0,58
2006;4;28;11;18,9611111111111;17,0499;0,6
2006;4;28;12;19,9944444444444;16,8728;0,54
2006;4;28;13;21,1111111111111;17,3397;0,5
2006;4;28;14;21,0944444444444;21,9604;0,46
2006;4;28;15;21,1777777777778;19,8191;0,43
2006;4;28;16;21,2277777777778;16,4703;0,41
2006;4;28;17;20,1;13,7977;0,45
2006;4;28;18;19,0277777777778;9,7888;0,51
2006;4;28;19;17,85;14,0553;0,59
2006;4;28;20;16,2611111111111;11,2861;0,66
2006;4;28;21;14,9833333333333;13,9426;0,72
2006;4;28;22;14,4666666666667;11,0285;0,65
2006;4;28;23;13,9444444444444;10,8031;0,6
2006;4;29;0;12,3166666666667;11,1734;0,65
2006;4;29;1;11,7611111111111;10,8997;0,66
2006;4;29;2;10,8277777777778;13,1859;0,62
2006;4;29;3;10,1388888888889;10,948;0,73
2006;4;29;4;10,6277777777778;11,109;0,71
2006;4;29;5;10,6055555555556;13,524;0,69
2006;4;29;6;10,0722222222222;15,5848;0,71
2006;4;29;7;11,1611111111111;21,5257;0,71
2006;4;29;8;12,8888888888889;22,9586;0,67
2006;4;29;9;15,05;26,4845;0,6
2006;4;29;10;15,1611111111111;26,726;0,59
2006;4;29;11;16,2722222222222;23,3611;0,56
2006;4;29;12;17,8;28,0623;0,46
2006;4;29;13;17,9388888888889;27,9013;0,46
2006;4;29;14;18,8555555555556;25,7439;0,41
2006;4;29;15;17,9888888888889;26,3557;0,43
2006;4;29;16;17,9611111111111;25,0516;0,51
2006;4;29;17;17,3611111111111;25,5668;0,47
2006;4;29;18;16,25;23,3289;0,52
2006;4;29;19;14,1222222222222;20,0284;0,47
2006;4;29;20;12,95;14,9569;0,55
2006;4;29;21;12,2444444444444;22,9425;0,52
2006;4;29;22;11,6888888888889;19,6581;0,57
2006;4;29;23;11,1555555555556;20,7368;0,59
2006;4;3;0;9,21666666666667;5,8443;0,9
2006;4;3;1;8,68333333333333;5,2486;0,9
2006;4;3;2;9,18888888888889;12,3165;0,77
2006;4;3;3;8,59444444444444;6,2951;0,93
2006;4;3;4;7,50555555555555;1,8515;0,93
2006;4;3;5;6,21666666666667;9,6761;0,95
2006;4;3;6;5,85555555555556;0,4347;0,93
2006;4;3;7;5,93333333333333;0,1449;1
2006;4;3;8;10,4055555555556;0,7245;1
2006;4;3;9;12,5444444444444;7,2611;0,78
2006;4;3;10;13,8611111111111;3,8801;0,77
2006;4;3;11;15,9777777777778;4,669;0,63
2006;4;3;12;17,2666666666667;5,474;0,57
2006;4;3;13;17,8444444444444;2,6726;0,5
2006;4;3;14;16,4277777777778;3,9928;0,54
2006;4;3;15;17,7777777777778;1,6744;0,46
2006;4;3;16;17,8444444444444;4,4275;0,45
2006;4;3;17;17,3;5,6672;0,5
2006;4;3;18;15,1833333333333;12,7351;0,65
2006;4;3;19;13,0055555555556;3,7191;0,7
2006;4;3;20;12,6944444444444;7,9373;0,74
